NAICS,Industry,Empl,Avg Ann Wages,LQ,Empl Change,Ann %,Total Demand,Exits,Transfers,Empl Growth,Ann % Growth
336214,Travel Trailer and Camper Manufacturing ,1,14627,0.03,0,n/a,0,0,0,0,0.006
336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,1,14627,0.04,1,0.144,0,0,0,0,-0.001
336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,1,14627,0.02,0,n/a,0,0,0,0,-0.001
336390,Other Motor Vehicle Parts Manufacturing,1,14627,0.02,1,0.176,0,0,0,0,-0.001
336411,Aircraft Manufacturing ,1,14627,0,0,n/a,0,0,0,0,0.014
336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,1,14627,0.02,0,n/a,0,0,0,0,0.014
336612,Boat Building ,1,14627,0.07,1,0.161,0,0,0,0,0.001
336991,"Motorcycle, Bicycle, and Parts Manufacturing ",1,14627,0.18,1,n/a,0,0,0,0,0.002
336999,All Other Transportation Equipment Manufacturing ,1,14627,0.09,1,n/a,0,0,0,0,0.002
339920,Sporting and Athletic Goods Manufacturing,1,7265,0.05,-25,-0.473,0,0,0,0,-0.005
423210,Furniture Merchant Wholesalers ,1,11037,0.03,0,n/a,0,0,0,0,-0.019
423220,Home Furnishing Merchant Wholesalers ,1,11037,0.04,1,0.153,0,0,0,0,-0.019
423920,Toy and Hobby Goods and Supplies Merchant Wholesalers ,1,8846,0.07,1,n/a,0,0,0,0,-0.019
424130,Industrial and Personal Service Paper Merchant Wholesalers ,1,51381,0.04,-1,-0.072,0,0,0,0,-0.006
424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers ",1,17074,0.09,-9,-0.364,0,0,0,0,-0.01
424510,Grain and Field Bean Merchant Wholesalers ,1,13379,0.03,0,n/a,0,0,0,0,0
424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers ,1,72077,0.08,1,n/a,0,0,0,0,-0.002
424920,"Book, Periodical, and Newspaper Merchant Wholesalers ",1,1801,0.07,0,0.139,0,0,0,0,-0.016
445230,Fruit and Vegetable Retailers ,1,12320,0.04,0,-0.037,0,0,0,0,-0.02
458320,Luggage and Leather Goods Retailers ,1,5929,0.08,0,n/a,0,0,0,0,-0.017
459920,Art Dealers ,1,18285,0.09,0,-0.073,0,0,0,0,-0.02
459930,Manufactured (Mobile) Home Dealers ,1,693,0.08,1,n/a,0,0,0,0,-0.02
481211,Nonscheduled Chartered Passenger Air Transportation ,1,92029,0.04,-6,-0.348,0,0,0,0,0
488210,Support Activities for Rail Transportation,1,57373,0.05,-33,-0.5,0,0,0,0,-0.003
512290,Other Sound Recording Industries,1,12535,0.48,0,0.055,0,0,0,0,-0.004
524127,Direct Title Insurance Carriers ,1,55983,0.04,0,0.014,0,0,0,0,-0.004
531190,Lessors of Other Real Estate Property ,1,56978,0.04,-3,-0.267,0,0,0,0,-0.003
532282,Video Tape and Disc Rental,1,124534,0.41,-1,-0.227,0,0,0,0,-0.005
532284,Recreational Goods Rental ,1,3029,0.1,1,n/a,0,0,0,0,-0.008
541340,Drafting Services,1,43242,0.08,0,-0.066,0,0,0,0,-0.003
541713,Research and Development in Nanotechnology ,1,87186,0.09,-2,-0.174,0,0,0,0,0.003
541714,Research and Development in Biotechnology (except Nanobiotechnology),1,33323,0.01,0,-0.007,0,0,0,0,0.001
541840,Media Representatives,1,59971,0.13,-3,-0.222,0,0,0,0,-0.001
561312,Executive Search Services ,1,38919,0.06,1,n/a,0,0,0,0,-0.003
561491,Repossession Services ,1,64230,0.16,0,-0.046,0,0,0,0,-0.009
561599,All Other Travel Arrangement and Reservation Services ,1,29984,0.03,0,0.07,0,0,0,0,-0.004
562920,Materials Recovery Facilities ,1,68854,0.11,-23,-0.427,0,0,0,0,0.001
611210,Junior Colleges ,1,47221,0,0,-0.03,0,0,0,0,-0.007
611511,Cosmetology and Barber Schools ,1,31821,0.1,0,0.017,0,0,0,0,-0.01
611512,Flight Training ,1,31871,0.07,0,0.014,0,0,0,0,-0.01
611630,Language Schools ,1,31871,0.11,0,-0.012,0,0,0,0,-0.01
621991,Blood and Organ Banks ,1,30190,0.02,0,-0.021,0,0,0,0,0
713120,Amusement Arcades,1,16002,0.07,0,0.063,0,0,0,0,0.003
721211,RV (Recreational Vehicle) Parks and Campgrounds ,1,17594,0.06,1,n/a,0,0,0,0,-0.005
721214,Recreational and Vacation Camps (except Campgrounds) ,1,17594,0.03,0,n/a,0,0,0,0,-0.005
811411,Home and Garden Equipment Repair and Maintenance ,1,16965,0.2,0,-0.006,0,0,0,0,-0.006
811430,Footwear and Leather Goods Repair,1,17380,0.45,0,-0.08,0,0,0,0,-0.009
813312,"Environment, Conservation and Wildlife Organizations ",1,15835,0.03,0,-0.039,0,0,0,0,-0.003
221310,Water Supply and Irrigation Systems ,0,n/a,0,0,n/a,0,0,0,0,-0.014
311111,Dog and Cat Food Manufacturing ,0,n/a,0,-1,n/a,0,0,0,0,-0.002
311211,Flour Milling ,0,n/a,0,-34,n/a,0,0,0,0,-0.001
312112,Bottled Water Manufacturing ,0,n/a,0,-66,n/a,0,0,0,0,-0.004
313210,Broadwoven Fabric Mills,0,n/a,0,-38,n/a,0,0,0,0,-0.029
314999,All Other Miscellaneous Textile Product Mills ,0,n/a,0,-31,n/a,0,0,0,0,-0.011
322211,Corrugated and Solid Fiber Box Manufacturing ,0,n/a,0,-8,n/a,0,0,0,0,-0.01
325120,Industrial Gas Manufacturing,0,n/a,0,-3,n/a,0,0,0,0,-0.003
325411,Medicinal and Botanical Manufacturing ,0,n/a,0,-15,n/a,0,0,0,0,0.001
325612,Polish and Other Sanitation Good Manufacturing ,0,n/a,0,-1,n/a,0,0,0,0,-0.003
325992,"Photographic Film, Paper, Plate, Chemical, and Copy Toner Manufacturing ",0,n/a,0,-11,n/a,0,0,0,0,-0.003
326199,All Other Plastics Product Manufacturing ,0,n/a,0,-5,n/a,0,0,0,0,-0.004
326299,All Other Rubber Product Manufacturing ,0,n/a,0,-18,n/a,0,0,0,0,-0.004
327991,Cut Stone and Stone Product Manufacturing ,0,n/a,0,-155,n/a,0,0,0,0,0.005
332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",0,n/a,0,-34,n/a,0,0,0,0,-0.006
333241,Food Product Machinery Manufacturing ,0,n/a,0,-3,n/a,0,0,0,0,0
334413,Semiconductor and Related Device Manufacturing ,0,n/a,0,-2,n/a,0,0,0,0,-0.007
334519,Other Measuring and Controlling Device Manufacturing ,0,n/a,0,-47,n/a,0,0,0,0,-0.001
337212,Custom Architectural Woodwork and Millwork Manufacturing ,0,n/a,0,0,n/a,0,0,0,0,-0.004
423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers ,0,n/a,0,-32,n/a,0,0,0,0,-0.027
485111,Mixed Mode Transit Systems ,0,n/a,0,-2,n/a,0,0,0,0,0.005
488119,Other Airport Operations ,0,n/a,0,-44,n/a,0,0,0,0,-0.002
488999,All Other Support Activities for Transportation ,0,n/a,0,-15,n/a,0,0,0,0,0.004
522180,Savings Institutions and Other Depository Credit Intermediation ,0,n/a,0,-15,n/a,0,0,0,0,-0.003
523999,Miscellaneous Financial Investment Activities ,0,n/a,0,-8,n/a,0,0,0,0,-0.006
525920,"Trusts, Estates, and Agency Accounts ",0,n/a,0,-1,n/a,0,0,0,0,0.002
533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),0,n/a,0,-18,n/a,0,0,0,0,0
551111,Offices of Bank Holding Companies ,0,n/a,0,-232,n/a,0,0,0,0,0
561450,Credit Bureaus,0,n/a,0,0,n/a,0,0,0,0,-0.009
562998,All Other Miscellaneous Waste Management Services ,0,n/a,0,-6,n/a,0,0,0,0,-0.01
813940,Political Organizations ,0,n/a,0,0,n/a,0,0,0,0,-0.001
,Total - All Industries,85088,55410,1,-887,-0.002,8853,4042,5035,-223,-0.003
